_id,poi_name,title,date,review_rating,text,date_of_visit,reviewer
"{'id': '456731722', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,cream cheese frosting to a whole other level!,"February 2, 2017",40,Amazing cakes that are by far better to their European counterparts! Quite expensive so cannot afford regular visits there.Would certainly recommend it to locals to taste something different and why not to visitors if they feel homesick and they want to test their cake experience.,January 2017,"{'name': 'Φωτεινή Α', 'handle': 'marp202', 'contributions': 59, 'cities_visited': 72, 'helpful_votes': 16, 'photo': 1, 'distribution': {'Excellent': 14, 'Very Good': 17, 'Average': 17, 'Poor': 9, 'Terrible': 2}}"
"{'id': '313828202', 'poi_location_id': '8386847', 'geolocation': 'g189473'}",The Blue Cup,Third wave love,"September 26, 2015",50,"Possibly the first (and only) third wave coffee shop in Thessaloniki. A lovely place, offering all kinds of brews. My only complaint is that occasionally, their coffee isn't that fresh, so check out the rotating dates.",September 2015,"{'name': 'Jimi M', 'handle': '677dimitrism', 'location': 'London, United Kingdom', 'age': '25-34', 'sex': 'man', 'contributions': 21, 'cities_visited': 9, 'helpful_votes': 7, 'photo': 5, 'distribution': {'Excellent': 14, 'Very Good': 5, 'Average': 1, 'Poor': 1, 'Terrible': 0}}"
"{'id': '502467512', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,What a treat,"July 16, 2017",50,"This was downstairs from our family's house and how lucky were we! Just divine inspired juice bar plus great paninis and salads. Fantastic prices, great helpful service, and beautiful interiors plus nice sidewalk seating. No smoking enforced!",July 2017,"{'name': 'Doris C', 'handle': 'dorisc110', 'contributions': 49, 'cities_visited': 59, 'helpful_votes': 28, 'photo': 1, 'distribution': {'Excellent': 35, 'Very Good': 7, 'Average': 3, 'Poor': 3, 'Terrible': 1}}"
"{'id': '455827971', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Definetely worths a visit,"January 30, 2017",40,"They are preparing everything meticulously, they have a big variety of sweets to pick from ( cupcakes, cakes macaron and a few other types of sweets) and they are really tasty. The prices are very good comparing to the quality of the sweets.The place is...More",January 2017,"{'name': 'Thomi Kar', 'handle': 'Thomik10', 'location': 'Thessaloniki, Greece', 'sex': 'woman', 'contributions': 111, 'cities_visited': 53, 'helpful_votes': 39, 'distribution': {'Excellent': 35, 'Very Good': 47, 'Average': 23, 'Poor': 3, 'Terrible': 3}}"
"{'id': '310214045', 'poi_location_id': '8386847', 'geolocation': 'g189473'}",The Blue Cup,Amazing Cocktails,"September 14, 2015",50,Lovely venue and delicious cocktails. The staff was very friendly and they will make suggestions and modifications to their drinks to make sure you will like them.,September 2015,"{'name': 'DarcRose22', 'handle': 'DarcRose22', 'location': 'London, United Kingdom', 'age': '18-24', 'sex': 'woman', 'contributions': 25, 'cities_visited': 95, 'helpful_votes': 10, 'distribution': {'Excellent': 17, 'Very Good': 5, 'Average': 2, 'Poor': 0, 'Terrible': 1}}"
"{'id': '486724161', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Cool drinks !,"May 22, 2017",50,We were sitting outside with my friends. Got amazing juices and smoothies from this place ! We wanted to stay and talk although that was kinda difficult cause there were cars passing by the place and sometimes it was really hard to hear. If we stayed inside I believe it would be better but there was no room at that moment for more than 4 people inside the store. Will totally visit again!,May 2017,"{'name': 'George L', 'handle': 'itsgeorgelith', 'location': 'Thessaloniki, Greece', 'age': '18-24', 'sex': 'man', 'contributions': 70, 'cities_visited': 167, 'helpful_votes': 20, 'photo': 86, 'distribution': {'Excellent': 52, 'Very Good': 14, 'Average': 6, 'Poor': 2, 'Terrible': 0}}"
"{'id': '450488713', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Too much hype,"January 8, 2017",30,"It is supposed to be one of the good desert places. What I saw was average deserts, unfriendly staff and expensive prices",December 2016,"{'name': 'vageliskos', 'handle': 'vageliskos', 'location': 'Thessaloniki, Greece', 'age': '35-49', 'sex': 'man', 'contributions': 296, 'cities_visited': 74, 'helpful_votes': 123, 'distribution': {'Excellent': 116, 'Very Good': 103, 'Average': 68, 'Poor': 10, 'Terrible': 3}}"
"{'id': '291570762', 'poi_location_id': '8386847', 'geolocation': 'g189473'}",The Blue Cup,Love it!,"July 22, 2015",50,Great tasting coffee for a fussy coffee lover! Great Flat White and other varieties you might have got used to in Europe that you cannot find everywhere in Thessaloniki. This is a must try when in the center!,July 2015,"{'name': 'iana anghel', 'handle': 'ianaanghel1991', 'location': 'Thessaloniki, Greece', 'sex': 'woman', 'contributions': 32, 'cities_visited': 11, 'helpful_votes': 13, 'photo': 7, 'distribution': {'Excellent': 7, 'Very Good': 6, 'Average': 4, 'Poor': 9, 'Terrible': 6}}"
"{'id': '486040217', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,refreshing,"May 20, 2017",40,Had a large classic juice for only 3€. It tasted fresh and my order came quickly. The place offers seats as well as multiple outlets for your devices. The location is right on the strip along the boardwalk. I didn't get food here though.,May 2017,"{'name': 'teresa', 'handle': 'tvo_kid', 'contributions': 225, 'cities_visited': 61, 'helpful_votes': 94, 'photo': 26, 'distribution': {'Excellent': 99, 'Very Good': 72, 'Average': 44, 'Poor': 10, 'Terrible': 1}}"
"{'id': '449513945', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,"heaven, made in heaven","January 5, 2017",50,OMG! OMG! THE best cakes and sweets in general... always so packed but the minute you open the door and the sugar smell inserts your nostrils... you will be able to wait even for an hour to sit! try anything with oreo! i love them all..,December 2016,"{'name': 'Glitters_n_Unicorns', 'handle': 'Glitters_n_Unicorns', 'location': 'Nicosia, Cyprus', 'age': '25-34', 'sex': 'woman', 'contributions': 54, 'cities_visited': 14, 'helpful_votes': 28, 'photo': 19, 'distribution': {'Excellent': 34, 'Very Good': 14, 'Average': 2, 'Poor': 2, 'Terrible': 2}}"
"{'id': '284390594', 'poi_location_id': '8386847', 'geolocation': 'g189473'}",The Blue Cup,Light roasted Greek coffee: It Does Exist,"June 30, 2015",50,"I read about this place on the internet before my trip & decided to drop by in hope of a decent cup of coffee. The cafe was very spacey & calm on the inside; it also had outdoor seats but those were crowded with smokers. A number of specialty coffees were on display but only one ‘coffee of the day’ was offered in the brew-bar. I ordered that one in a Chemex -- it was an Ethiopia, can't remember its full name -- it felt oddly spicy but definitely was not bad. I also bought a pack of beans of a different sort, the Ethiopian Mocca, and this one proved truly stellar when I brewed it at home. All in all, the place is definitely worth it.",April 2015,"{'name': 'Ilya K', 'handle': 'ilyak354', 'location': 'Minsk, Belarus', 'contributions': 27, 'cities_visited': 6, 'helpful_votes': 25, 'photo': 5, 'distribution': {'Excellent': 15, 'Very Good': 10, 'Average': 2, 'Poor': 0, 'Terrible': 0}}"
"{'id': '479737361', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,excellent,"April 28, 2017",50,"good food for a good price. Th juices are fantastic, fresh, homemade. The food is good. Nice place to sit",April 2017,"{'name': 'lalilamu', 'handle': 'lalilamu', 'location': 'Aalter, Belgium', 'age': '50-64', 'sex': 'woman', 'contributions': 6, 'cities_visited': 303, 'helpful_votes': 1, 'photo': 13, 'distribution': {'Excellent': 6, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '447105674', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,One of the best in town -must visit,"December 28, 2016",40,"A must cafe in city for the winter.Warm,great sweets,nice smells , a small place in the heart of the city.",December 2016,"{'name': 'GlobeTrotting571309', 'handle': 'GlobeTrotting571309', 'location': 'Athens, Greece', 'contributions': 82, 'cities_visited': 36, 'helpful_votes': 18, 'distribution': {'Excellent': 10, 'Very Good': 43, 'Average': 21, 'Poor': 8, 'Terrible': 0}}"
"{'id': '474668362', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Must drink here!,"April 11, 2017",50,"Super place with fresh juices. Beautiful interior, excellent service and a very large selection of juices! Excellent location - the doors overlook the embankment. Always fresh air!",December 2016,"{'name': 'Владимир П', 'handle': 'VladPon', 'location': 'St. Petersburg, Russia', 'sex': 'man', 'contributions': 15, 'cities_visited': 5, 'helpful_votes': 5, 'photo': 15, 'distribution': {'Excellent': 7, 'Very Good': 6, 'Average': 2, 'Poor': 0, 'Terrible': 0}}"
"{'id': '430084890', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,The temple of sugar!,"October 20, 2016",50,"This place has mostly desserts!It worths tasting at least one time!Variety of cakes, cupcakes and american style desserts!I think there is no proper combination of price and quantity!!However, everything is delicious..Since I am a chocolate lover I tasted many of the chocolate desserts and they are realy great!cheesecake and lemon cake should be also options!",October 2016,"{'name': 'EfakiAlejandra', 'handle': 'EfakiAlejandra', 'location': 'Thessaloniki Region, Greece', 'age': '25-34', 'sex': 'woman', 'contributions': 44, 'cities_visited': 141, 'helpful_votes': 19, 'photo': 1, 'distribution': {'Excellent': 25, 'Very Good': 7, 'Average': 10, 'Poor': 1, 'Terrible': 1}}"
"{'id': '447798864', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Healthy stop after a walk,"December 30, 2016",50,"Wide range of juices for any taste, nice music and great for working environment. The elixir juice was awesome!",December 2016,"{'name': 'Yannis', 'handle': 'yannis991', 'location': 'Thessaloniki', 'age': '18-24', 'sex': 'man', 'contributions': 57, 'cities_visited': 66, 'helpful_votes': 39, 'photo': 3, 'distribution': {'Excellent': 46, 'Very Good': 1, 'Average': 2, 'Poor': 4, 'Terrible': 4}}"
"{'id': '419599008', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Best Oreo Cheesecake ever.,"September 17, 2016",50,"The cakes are super fresh, the portions are more than filling and the atmosphere great. Avoid peak times and you will love it.",September 2016,"{'name': 'frosomag', 'handle': 'frosomag', 'location': 'Thessaloniki, Greece', 'contributions': 60, 'cities_visited': 19, 'helpful_votes': 7, 'photo': 31, 'distribution': {'Excellent': 25, 'Very Good': 19, 'Average': 13, 'Poor': 3, 'Terrible': 0}}"
"{'id': '434719461', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,"Juice, smoothies, tea and sandwiches across from the White Tower","November 4, 2016",50,The Juice Bar that we visited is almost across the street from the White Tower. It reminds me of Jamba Juice in California. There are a wide variety of juices and smoothies as well as lunch items. The juice smoothies are very good.,October 2016,"{'name': 'tinaNtravel', 'handle': 'tinaNtravel', 'location': 'San Jose, California', 'distribution': {'Excellent': 906, 'Very Good': 410, 'Average': 136, 'Poor': 11, 'Terrible': 0}}"
"{'id': '401273401', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Delicious sweets and good coffee,"August 4, 2016",40,The decoration was fantastic and the view outside calming. The sweets not only delicious and affordable but also wonderfully decorated. Clean place and easily accessible. The only disadvantage was that the staff wasn't as friendly and helpful as it should be.,February 2016,"{'name': 'Eleni T', 'handle': '638elenit', 'contributions': 21, 'cities_visited': 10, 'helpful_votes': 7, 'photo': 19, 'distribution': {'Excellent': 12, 'Very Good': 8, 'Average': 1, 'Poor': 0, 'Terrible': 0}}"
"{'id': '427848569', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,freshness overload,"October 14, 2016",50,"They serve the best coffee I have tried in this city. Plus great variety of fresh yogurts, fruit salads and some delicious herbal teas and the staff is quite agreable too",October 2016,"{'name': 'Anna T', 'handle': 'dosdemayo', 'location': 'Tbilisi, Georgia', 'sex': 'woman', 'contributions': 18, 'cities_visited': 40, 'helpful_votes': 3, 'photo': 32, 'distribution': {'Excellent': 9, 'Very Good': 7, 'Average': 0, 'Poor': 2, 'Terrible': 0}}"
"{'id': '355031918', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Best cakes in town,"March 13, 2016",50,We went there a Saturday noon and we had coffee and two slices of cakes. I took the red velvet cake and my friend took the oreo cake. They were both delicious! The coffee served was very very good! The shop is small but really cute like a fairytale. The staff was very helpful and smiling.,March 2016,"{'name': 'AspaMa', 'handle': 'AspaMa', 'location': 'Athens, Greece', 'age': '25-34', 'sex': 'woman', 'contributions': 51, 'cities_visited': 28, 'helpful_votes': 15, 'photo': 6, 'distribution': {'Excellent': 30, 'Very Good': 19, 'Average': 2, 'Poor': 0, 'Terrible': 0}}"
"{'id': '411078588', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Healthy Drinks,"August 26, 2016",50,"Nice juice bar, large selection of fruits, smoothies, sandwiches. Cool atmosphere, strict no-smoking. Staff are attentive and friendly.",August 2016,"{'name': 'Jimi M', 'handle': '677dimitrism', 'location': 'London, United Kingdom', 'age': '25-34', 'sex': 'man', 'contributions': 21, 'cities_visited': 9, 'helpful_votes': 7, 'photo': 5, 'distribution': {'Excellent': 14, 'Very Good': 5, 'Average': 1, 'Poor': 1, 'Terrible': 0}}"
"{'id': '339855868', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,A paradise to enjoy tasteful sweets!,"January 13, 2016",50,"this is a paradise that a beautiful lady Mrs Aggheliki has brought to the city. It is in down town and you can have excellent coffe with the most original, inspiring, tasteful tastes for cakes and sweets! Service is excellent and very polite, and also onside is one of the few places non smoking the city. If you prefer to stay out by the pedestrian street you can always have a choice. my best thing for sweets in town!",January 2016,"{'name': 'Savvas Tzevelekis', 'handle': 'Savvas_Tzevelekis', 'location': 'Thessaloniki, Greece', 'contributions': 49, 'cities_visited': 21, 'helpful_votes': 38, 'photo': 8, 'distribution': {'Excellent': 25, 'Very Good': 12, 'Average': 11, 'Poor': 1, 'Terrible': 0}}"
"{'id': '830848942', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Bad experiance,"March 11, 2022",20,"We came on a friday evening, the music was so loud we could not hear ourselfs! Also, it is expensive. We ordered a coke and insted of gatting a bottle, we got a glass with a lot of ice and lemon- so the amount of...More",March 2022,"{'name': 'Nava M', 'handle': 'NavaM51', 'location': 'Prague', 'contributions': 3, 'cities_visited': 3, 'helpful_votes': 14, 'distribution': {'Excellent': 2, 'Very Good': 0, 'Average': 0, 'Poor': 1, 'Terrible': 0}}"
"{'id': '409704640', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Nice juice bar.,"August 23, 2016",40,"We were happy to see this juice bar. Nice selection for the most part, but like most juice bars we come across there were no vegetable-only options. Even on the build-your-own option you have to include apple or orange. And only some of the ingredients are juiced. Some are blended. At least they had some vegetables though. If they had an all-green vegetable option that was all juiced I would have given them five stars. Still a lot better than most juice bars we come across though, which mostly only offer fruit juices.",August 2016,"{'name': 'Dirk D', 'handle': '880dirkd', 'location': 'New Braunfels, Texas', 'contributions': 29, 'cities_visited': 18, 'helpful_votes': 13, 'photo': 61, 'distribution': {'Excellent': 23, 'Very Good': 3, 'Average': 2, 'Poor': 0, 'Terrible': 1}}"
"{'id': '334244322', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Nice coffee and cakes,"December 21, 2015",50,"I love everything about this place. I love the coffee, the cakes are amazing and i love the fact that you can not smoke inside even if i am smoker. I appreciate the fact that i can go outside to smoke.",December 2015,"{'name': 'ANASTASIOS V', 'handle': 'anastasiosv970', 'location': 'Greece', 'contributions': 96, 'cities_visited': 25, 'helpful_votes': 43, 'photo': 49, 'distribution': {'Excellent': 38, 'Very Good': 35, 'Average': 12, 'Poor': 8, 'Terrible': 3}}"
"{'id': '806392971', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Amazing drinks and cozy atmosphere,"August 26, 2021",50,They have the most amazing Raspberry Gin cocktail. The atmosphere is very warm and cozy and the services are very good. Worth visiting.,August 2021,"{'name': 'Ana S', 'handle': 'anastoian07', 'location': 'Bucharest, Romania', 'contributions': 4, 'cities_visited': 4, 'helpful_votes': 4, 'distribution': {'Excellent': 4, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '401549493', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Nice,"August 4, 2016",50,"Nice chillout from crazy thessaloniki streets...Great variety,choice,service,I eould recommend this place",August 2016,"{'name': 'Dejan', 'handle': 'DejanV_12', 'location': 'Belgrade, Serbia', 'contributions': 49, 'cities_visited': 26, 'helpful_votes': 31, 'photo': 1, 'distribution': {'Excellent': 28, 'Very Good': 3, 'Average': 4, 'Poor': 3, 'Terrible': 11}}"
"{'id': '333112910', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,"A cup of coffee, a cake and an Angel Thessaloniki downtown.","December 15, 2015",30,"Too over-crowded especially at peak times. Still you should try it earlier in the morning for a coffee and a pastry delice. You should take the Greek coffee, although it looks like a cappuccino fits more to the place. Choose freely one of the house cakes. They are all fresh, handmade and delicious. I suggest the coconut cake or the noisete.",November 2015,"{'name': 'Katerina P', 'handle': '353katerinap', 'location': 'Thessaloniki Region, Greece', 'age': '35-49', 'sex': 'woman', 'contributions': 18, 'cities_visited': 5, 'helpful_votes': 5, 'distribution': {'Excellent': 5, 'Very Good': 10, 'Average': 2, 'Poor': 0, 'Terrible': 1}}"
"{'id': '799504991', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Best drinks in town,"July 24, 2021",50,"We have visited this great bar 3 times during our stay in Thessaloniki! They have not dissapointed a single time! Very good drinks, great staff and really cozy athmosphere.",July 2021,"{'name': 'Martin', 'handle': 'martinbs123', 'contributions': 1, 'cities_visited': 1}"
"{'id': '365303902', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Cool place!,"April 18, 2016",50,"Superb juices in a non-smoking environment! Employers are very kind and helpful, ingredients used are always fresh. A very relaxing place to sit and enjoy your coffee/juice. My personal favourite is the D-Tox juice, but there is a very long list of options! Would definitely go again!",April 2016,"{'name': 'Xenia P', 'handle': '405xeniap', 'location': 'Thessaloniki Region, Greece', 'contributions': 14, 'cities_visited': 8, 'helpful_votes': 9, 'distribution': {'Excellent': 12, 'Very Good': 1, 'Average': 1, 'Poor': 0, 'Terrible': 0}}"
"{'id': '328753097', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Coffee break,"November 24, 2015",50,"Not really scenic area but if you re around the neighborhood definitly worth it. Great coffee and great desserts,",November 2015,"{'name': 'Anna G', 'handle': 'annagT5364KY', 'location': 'Athens, Greece', 'sex': 'woman', 'contributions': 28, 'cities_visited': 83, 'helpful_votes': 31, 'photo': 2, 'distribution': {'Excellent': 15, 'Very Good': 6, 'Average': 3, 'Poor': 4, 'Terrible': 1}}"
"{'id': '799504875', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Excellent Place,"July 24, 2021",50,Excellent place with a cozy atmosphere! SO good drinks and nice people. Absolutely a visit worth ⭐️⭐️⭐️⭐️⭐️,July 2021,"{'name': 'Kamilla J', 'handle': 'kamillaj2019', 'location': 'Aarhus, Denmark', 'contributions': 1, 'cities_visited': 1}"
"{'id': '365036748', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Wish we had this in our town!!,"April 18, 2016",50,"Perfection!!! We loved everything about Join the Juice! We travelled with a Gluten-free member of our party and this was the only place in Thessaloniki that we could find that offered gluten-free sandwiches. The menu was extensive for juices, sandwiches, salads and more! Our lunch meal was raved about by every person! The quality of ingredients was top notch. Pricing is good and the location was fantastic!",April 2016,"{'name': 'Jan W', 'handle': 'janwH3854JF', 'location': 'Mountain View, California', 'age': '35-49', 'sex': 'woman', 'contributions': 254, 'cities_visited': 154, 'helpful_votes': 190, 'photo': 99, 'distribution': {'Excellent': 110, 'Very Good': 85, 'Average': 34, 'Poor': 21, 'Terrible': 6}}"
"{'id': '312015013', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Sweet sin,"September 20, 2015",40,"A perfect place to willingly throw away your money to irresistible sweet creations! Prices are a bit high, but it worths it!",September 2015,"{'name': 'Panteleimon', 'handle': 'ppantele', 'location': 'Thessaloniki, Greece', 'age': '18-24', 'sex': 'man', 'contributions': 31, 'cities_visited': 92, 'helpful_votes': 17, 'distribution': {'Excellent': 11, 'Very Good': 11, 'Average': 4, 'Poor': 2, 'Terrible': 3}}"
"{'id': '775483456', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Excellent atmosphere! Good,"October 24, 2020",50,"Excellent atmosphere! Good drinks, nice people, good music, friendly staff. It was a nice experience.",October 2020,"{'name': 'gue0rguia', 'handle': 'gue0rguia', 'location': 'Sofia, Bulgaria', 'contributions': 11, 'cities_visited': 5, 'helpful_votes': 6, 'distribution': {'Excellent': 5, 'Very Good': 0, 'Average': 3, 'Poor': 0, 'Terrible': 3}}"
"{'id': '364642860', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Quality - non smoking - baby friendly,"April 16, 2016",50,"You can enjoy unique,healthy and tasty sth (snack, joices, milkshakes, coffee, desert, etc) in an cozy NON SMOKING environment. It remind me a lot of places in other European cities (eg. Brussels, Paris, London, Stockholm...).  It's also friendly for babys and breastfeeding. Although there isn't a change diaper designated place, you can use the sofas.",April 2016,"{'name': 'Peri_Kourakli', 'handle': 'Peri_Kourakli', 'location': 'Thessaloniki, Greece', 'contributions': 61, 'cities_visited': 323, 'helpful_votes': 41, 'photo': 28, 'distribution': {'Excellent': 35, 'Very Good': 20, 'Average': 4, 'Poor': 1, 'Terrible': 1}}"
"{'id': '308584504', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Candy crash,"September 9, 2015",50,"My favorite place for a dessert ! All the sweets are absolutely delicious ! The atmosphere is great and the cafe smells like a cupcake! The homemade lemonade is reaaally tasty and refreshing and so does the rest refreshments. For the chocolate lovers, ""rosso d' amore"" is one of the best chocolates I' ve ever drunk! As it is located in a redestrian area, there are a few tables to rest outside in the summer! Highly reccomended !",September 2015,"{'name': 'Pinelopi_Gk', 'handle': 'Pinelopi_Gk', 'location': 'Thessaloniki, Greece', 'sex': 'woman', 'contributions': 11, 'cities_visited': 11, 'helpful_votes': 2, 'photo': 1, 'distribution': {'Excellent': 6, 'Very Good': 4, 'Average': 0, 'Poor': 0, 'Terrible': 1}}"
"{'id': '774905376', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Awesome atmosphere,"October 19, 2020",50,Cool drinks and the location is an Street corner. You can eat something with your drinks. It's very tasty. The people who will visit this location are also cool.,October 2020,"{'name': 'Achilleas S', 'handle': 'Achilleas72', 'contributions': 7, 'cities_visited': 10, 'helpful_votes': 4, 'photo': 2, 'distribution': {'Excellent': 7, 'Very Good': 0, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '340118855', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Just great.,"January 14, 2016",50,Freshly squeezed fruit and vegetable juices in a wonderful environment. The prices are reasonable and the staff is very helpful and friendly.,January 2016,"{'name': 'thanos o', 'handle': 'thanoso5', 'contributions': 81, 'cities_visited': 28, 'helpful_votes': 44, 'photo': 45, 'distribution': {'Excellent': 41, 'Very Good': 22, 'Average': 11, 'Poor': 5, 'Terrible': 2}}"
"{'id': '278013083', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,sweet temptation,"June 5, 2015",50,"The sweetest enjoyment of the city with cheesecake,oreocake and lemonpae to be the number one choise with the most delicious espresso.",May 2015,"{'name': 'maria p', 'handle': 'X8473PNmariap', 'location': 'Meersburg (Bodensee), Germany', 'sex': 'woman', 'contributions': 54, 'cities_visited': 11, 'helpful_votes': 138, 'photo': 5, 'distribution': {'Excellent': 52, 'Very Good': 2, 'Average': 0, 'Poor': 0, 'Terrible': 0}}"
"{'id': '749729693', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,All day cosy cafe/bar,"March 7, 2020",40,"Very decent place in the city centre. Have been there a couple of times for a glass of wine just out of nowhere. It's the place to grab your coffee in the morning and go after work for drinks with your friends. Nice, cosy and casual place.",February 2020,"{'name': 'Antonis H', 'handle': '49antonish', 'location': 'Limassol City, Cyprus', 'contributions': 21, 'cities_visited': 15, 'helpful_votes': 21, 'distribution': {'Excellent': 8, 'Very Good': 7, 'Average': 2, 'Poor': 3, 'Terrible': 1}}"
"{'id': '319320898', 'poi_location_id': '8759001', 'geolocation': 'g189473'}",JOIN Juice Bars,Unique of its kind!,"October 16, 2015",50,"A special place for someone wishing to have a freshly made juice, salad, greek yogurt or coffe. Completely smoke-free, pet friendly and really child friendly. Reasonable prices for the juices (3 euros for the large cup) and really cheap for the coffee (2 euros for...More",October 2015,"{'name': 'Santwno', 'handle': 'Santwno', 'location': 'Thessaloniki, Greece', 'age': '25-34', 'sex': 'woman', 'contributions': 72, 'cities_visited': 24, 'helpful_votes': 30, 'photo': 28, 'distribution': {'Excellent': 41, 'Very Good': 19, 'Average': 9, 'Poor': 3, 'Terrible': 0}}"
"{'id': '271639456', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,great place,"May 12, 2015",50,"my favorite place for coffee and sweets of course in the city for 2014-2015:) love most of the sweets made there, which are really balanced in taste. the cafe is a bit noisy though if you sit inside. the service is good. A place that...More",May 2015,"{'name': 'Kate_mav', 'handle': 'Kate_mav', 'location': 'Limassol City, Cyprus', 'contributions': 31, 'cities_visited': 73, 'helpful_votes': 28, 'distribution': {'Excellent': 15, 'Very Good': 6, 'Average': 6, 'Poor': 2, 'Terrible': 2}}"
"{'id': '730826948', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Busy and atmospheric,"December 5, 2019",40,A great place to have drinks with friends and if you stay out too long a pizza to soak up the gin. Lovely setting and great staff,November 2019,"{'name': 'bliss0402', 'handle': 'bliss0402', 'location': 'Corfu, Greece', 'contributions': 17, 'cities_visited': 101, 'helpful_votes': 5, 'photo': 17, 'distribution': {'Excellent': 8, 'Very Good': 7, 'Average': 1, 'Poor': 1, 'Terrible': 0}}"
"{'id': '266914679', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,Cheesecake,"April 20, 2015",50,New york cheesecake is absolutely amazing . No smoking. Great and clean place. Fresh air. Smells like sweets. Best coffee in town.,,"{'name': 'nikolatsi', 'handle': 'nikolatsi', 'location': 'Thessaloniki, Greece', 'contributions': 1, 'cities_visited': 1}"
"{'id': '725393276', 'poi_location_id': '7940291', 'geolocation': 'g189473'}",ARC Espresso Wine Bar,Cosy and friendly place,"November 10, 2019",50,"nice location, charming decor, friendly personal and quality service View toward the sea from the angle",September 2019,"{'name': 'anis961', 'handle': 'anis961', 'location': 'Beirut, Lebanon', 'contributions': 56, 'cities_visited': 15, 'helpful_votes': 47, 'distribution': {'Excellent': 44, 'Very Good': 8, 'Average': 2, 'Poor': 4, 'Terrible': 2}}"
"{'id': '248093400', 'poi_location_id': '5461549', 'geolocation': 'g189473'}",Sugar Angel,I love that place,"January 7, 2015",50,I it the most beautiful place for coffee and sweet in Thessaloniki! The atmosphere is perfect! The staff is so friendly! You have to try the Carrot cake!! It is just perfect!,January 2015,"{'name': 'AnnaPapasiopi', 'handle': 'AnnaPapasiopi', 'location': 'Thessaloniki, Greece', 'contributions': 179, 'cities_visited': 109, 'helpful_votes': 97, 'distribution': {'Excellent': 85, 'Very Good': 62, 'Average': 22, 'Poor': 5, 'Terrible': 5}}"
